date,store,new_units_today,used_units_today,total_units_today,mtd_new_units,mtd_used_units,mtd_total_units,new_units_target,mtd_lease_share_pct,appts_set_today,appts_shown_today,appts_sold_today
11/24/2025,Cam Clark Hyundai,1,2,3,19,14,33,24,4,3,2,2
